row_id,serial_no,status,temp,accel_x,accel_y,air_gas
367,LASER-HARDWARE-01,RUNNING,25.04,0.813,-0.387,0.76
368,LASER-HARDWARE-01,RUNNING,25.16,0.415,-0.623,0.79
369,LASER-HARDWARE-01,RUNNING,21.83,-0.484,0.906,0.87
370,LASER-HARDWARE-01,RUNNING,25.0,-0.49,-0.039,0.81
371,LASER-HARDWARE-01,RUNNING,24.29,-0.638,-0.119,0.78
372,LASER-HARDWARE-01,RUNNING,24.3,-0.372,-0.795,0.9
373,LASER-HARDWARE-01,FAULT,59.7,0.299,-0.161,0.81
374,LASER-HARDWARE-01,RUNNING,27.41,0.234,-0.237,0.73
375,LASER-HARDWARE-01,RUNNING,22.03,0.104,0.031,0.87
376,LASER-HARDWARE-01,RUNNING,24.17,0.295,-0.108,0.76
377,LASER-HARDWARE-01,FAULT,58.32,-0.56,-0.393,0.83
378,LASER-HARDWARE-01,RUNNING,27.27,0.668,0.027,0.79
379,LASER-HARDWARE-01,RUNNING,26.27,-0.047,-0.804,0.85
380,LASER-HARDWARE-01,RUNNING,21.26,0.098,0.428,0.79
381,LASER-HARDWARE-01,RUNNING,22.99,0.432,-0.582,0.78
382,LASER-HARDWARE-01,RUNNING,24.64,0.472,-0.145,0.84
383,LASER-HARDWARE-01,RUNNING,24.48,0.908,0.309,0.8
384,LASER-HARDWARE-01,RUNNING,25.17,-1.37,-0.943,0.78
385,LASER-HARDWARE-01,RUNNING,25.59,0.11,0.994,0.73
386,LASER-HARDWARE-01,RUNNING,25.82,0.193,0.204,0.77
387,LASER-HARDWARE-01,RUNNING,25.56,0.529,0.065,0.69
388,LASER-HARDWARE-01,RUNNING,25.21,0.377,0.066,0.83
389,LASER-HARDWARE-01,RUNNING,24.38,-0.485,-0.627,0.89
390,LASER-HARDWARE-01,RUNNING,23.54,-0.189,0.297,0.86
391,LASER-HARDWARE-01,RUNNING,22.02,0.357,0.781,0.77
392,LASER-HARDWARE-01,RUNNING,23.53,0.367,-0.546,0.79
393,LASER-HARDWARE-01,RUNNING,26.43,0.092,0.349,0.75
394,LASER-HARDWARE-01,RUNNING,24.83,0.15,-0.174,0.89
395,LASER-HARDWARE-01,RUNNING,22.78,0.167,0.037,0.87
396,LASER-HARDWARE-01,FAULT,23.2,0.013,0.425,0.23
397,LASER-HARDWARE-01,RUNNING,24.69,0.447,0.698,0.74
398,LASER-HARDWARE-01,RUNNING,29.24,0.805,0.371,0.84
399,LASER-HARDWARE-01,RUNNING,28.4,-0.152,0.44,0.85
400,LASER-HARDWARE-01,RUNNING,23.89,0.253,0.22,0.81
401,LASER-HARDWARE-01,RUNNING,28.13,0.542,-0.207,0.85
402,LASER-HARDWARE-01,RUNNING,24.03,0.714,0.006,0.81
403,LASER-HARDWARE-01,RUNNING,21.91,-0.568,0.174,0.91
404,LASER-HARDWARE-01,RUNNING,25.35,0.473,0.305,0.9
405,LASER-HARDWARE-01,RUNNING,23.37,0.316,-0.561,0.82
406,LASER-HARDWARE-01,RUNNING,27.39,-0.032,-0.226,0.86
407,LASER-HARDWARE-01,RUNNING,25.89,-0.239,0.553,0.76
408,LASER-HARDWARE-01,RUNNING,23.4,-0.198,-0.365,0.79
409,LASER-HARDWARE-01,RUNNING,30.32,-0.034,-0.216,0.76
410,LASER-HARDWARE-01,RUNNING,27.35,-0.692,-0.234,0.85
411,LASER-HARDWARE-01,RUNNING,22.86,0.328,0.392,0.76
412,LASER-HARDWARE-01,RUNNING,25.51,-0.678,0.286,0.81
413,LASER-HARDWARE-01,RUNNING,24.28,0.155,0.471,0.73
414,LASER-HARDWARE-01,RUNNING,26.3,-0.143,-0.285,0.81
415,LASER-HARDWARE-01,RUNNING,24.4,0.45,-0.241,0.82
416,LASER-HARDWARE-01,RUNNING,21.03,0.479,0.084,0.83
417,LASER-HARDWARE-01,RUNNING,28.25,0.797,-0.311,0.75
418,LASER-HARDWARE-01,FAULT,54.88,0.121,-0.375,0.78
419,LASER-HARDWARE-01,RUNNING,26.43,0.236,-0.714,0.84
420,LASER-HARDWARE-01,RUNNING,26.08,-0.164,0.774,0.78
421,LASER-HARDWARE-01,RUNNING,25.21,-0.057,0.224,0.84
422,LASER-HARDWARE-01,RUNNING,23.53,0.531,0.235,0.77
423,LASER-HARDWARE-01,RUNNING,25.64,0.127,-0.49,0.83
424,LASER-HARDWARE-01,FAULT,25.95,1.483,-4.958,0.8
425,LASER-HARDWARE-01,RUNNING,23.54,-0.283,-0.467,0.76
426,LASER-HARDWARE-01,RUNNING,21.85,0.122,-0.195,0.89
427,LASER-HARDWARE-01,RUNNING,25.08,-0.053,-0.561,0.85
428,LASER-HARDWARE-01,RUNNING,30.87,0.123,0.332,0.76
429,LASER-HARDWARE-01,RUNNING,23.02,0.077,-0.216,0.74
430,LASER-HARDWARE-01,RUNNING,25.52,0.31,-0.449,0.81
431,LASER-HARDWARE-01,RUNNING,23.95,0.662,-0.181,0.82
432,LASER-HARDWARE-01,RUNNING,23.86,0.307,0.487,0.79
433,LASER-HARDWARE-01,RUNNING,21.37,0.129,0.921,0.91
434,LASER-HARDWARE-01,RUNNING,26.67,-0.181,0.313,0.87
435,LASER-HARDWARE-01,RUNNING,24.71,0.578,-0.286,0.78
436,LASER-HARDWARE-01,RUNNING,31.69,0.96,-0.329,0.73
437,LASER-HARDWARE-01,FAULT,23.87,0.047,-0.827,0.33
438,LASER-HARDWARE-01,RUNNING,26.16,0.117,-0.073,0.84
439,LASER-HARDWARE-01,RUNNING,26.39,0.239,-0.902,0.8
440,LASER-HARDWARE-01,RUNNING,24.14,-0.327,0.22,0.8
441,LASER-HARDWARE-01,FAULT,24.76,-0.656,-0.24,0.36
442,LASER-HARDWARE-01,RUNNING,25.26,-0.233,0.222,0.8
443,LASER-HARDWARE-01,RUNNING,24.87,-0.02,0.082,0.86
444,LASER-HARDWARE-01,RUNNING,28.34,0.415,0.762,0.83
445,LASER-HARDWARE-01,RUNNING,23.67,0.164,-0.525,0.74
446,LASER-HARDWARE-01,RUNNING,19.32,0.151,0.921,0.79
447,LASER-HARDWARE-01,RUNNING,25.2,0.004,0.2,0.79
448,LASER-HARDWARE-01,RUNNING,29.38,0.096,0.435,0.82
449,LASER-HARDWARE-01,FAULT,60.06,1.089,-0.111,0.75
450,LASER-HARDWARE-01,RUNNING,27.21,0.391,0.438,0.71
451,LASER-HARDWARE-01,RUNNING,26.99,-0.67,0.53,0.86
452,LASER-HARDWARE-01,RUNNING,21.88,-0.576,0.548,0.78
453,LASER-HARDWARE-01,RUNNING,25.29,0.662,-0.701,0.78
454,LASER-HARDWARE-01,RUNNING,23.83,0.23,0.114,0.81
455,LASER-HARDWARE-01,RUNNING,24.83,0.132,-0.047,0.92
456,LASER-HARDWARE-01,FAULT,22.75,0.606,-0.291,0.31
457,LASER-HARDWARE-01,RUNNING,24.72,0.403,0.023,0.88
458,LASER-HARDWARE-01,RUNNING,25.87,-0.074,-0.264,0.89
459,LASER-HARDWARE-01,RUNNING,25.74,0.342,0.031,0.76
460,LASER-HARDWARE-01,RUNNING,28.26,0.169,0.086,0.8
461,LASER-HARDWARE-01,FAULT,24.76,3.518,-3.61,0.75
462,LASER-HARDWARE-01,RUNNING,24.95,-0.756,-0.349,0.65
463,LASER-HARDWARE-01,RUNNING,23.79,0.373,0.44,0.74
464,LASER-HARDWARE-01,RUNNING,26.66,0.046,-0.393,0.74
465,LASER-HARDWARE-01,RUNNING,24.11,-0.237,-0.127,0.78
466,LASER-HARDWARE-01,FAULT,26.06,0.225,0.185,0.22
467,LASER-HARDWARE-01,RUNNING,25.67,0.415,-0.409,0.76
468,LASER-HARDWARE-01,RUNNING,24.58,0.208,0.077,0.74
469,LASER-HARDWARE-01,RUNNING,28.5,0.282,-0.085,0.84
470,LASER-HARDWARE-01,RUNNING,23.82,0.322,-0.229,0.74
471,LASER-HARDWARE-01,RUNNING,23.86,-0.263,0.732,0.72
472,LASER-HARDWARE-01,RUNNING,25.65,-0.449,0.193,0.84
473,LASER-HARDWARE-01,RUNNING,21.86,0.456,0.01,0.76
474,LASER-HARDWARE-01,RUNNING,27.73,0.426,-0.031,0.74
475,LASER-HARDWARE-01,RUNNING,26.89,-0.621,-0.179,0.76
476,LASER-HARDWARE-01,FAULT,27.99,0.017,-0.188,0.21
477,LASER-HARDWARE-01,RUNNING,22.87,-0.122,-0.589,0.84
478,LASER-HARDWARE-01,RUNNING,26.16,0.052,0.232,0.9
479,LASER-HARDWARE-01,RUNNING,21.92,0.386,0.428,0.83
480,LASER-HARDWARE-01,RUNNING,24.12,0.121,-0.461,0.81
481,LASER-HARDWARE-01,RUNNING,26.19,-0.003,0.22,0.76
482,LASER-HARDWARE-01,RUNNING,26.46,0.445,-0.154,0.88
483,LASER-HARDWARE-01,RUNNING,23.62,0.75,-0.292,0.75
484,LASER-HARDWARE-01,RUNNING,23.63,0.038,0.197,0.87
485,LASER-HARDWARE-01,RUNNING,24.42,-0.481,0.152,0.76
486,LASER-HARDWARE-01,RUNNING,25.48,-0.305,-0.426,0.73
487,LASER-HARDWARE-01,RUNNING,24.63,-0.026,-0.097,0.8
488,LASER-HARDWARE-01,RUNNING,24.06,0.79,0.017,0.8
489,LASER-HARDWARE-01,RUNNING,25.44,0.153,-0.524,0.75
490,LASER-HARDWARE-01,RUNNING,20.28,-0.445,0.051,0.85
491,LASER-HARDWARE-01,RUNNING,23.84,0.479,-0.616,0.83
492,LASER-HARDWARE-01,RUNNING,23.97,0.348,0.849,0.83
493,LASER-HARDWARE-01,RUNNING,23.66,-0.044,0.189,0.83
494,LASER-HARDWARE-01,RUNNING,25.4,-0.045,0.398,0.87
495,LASER-HARDWARE-01,RUNNING,28.17,0.021,-0.103,0.82
496,LASER-HARDWARE-01,RUNNING,24.47,0.349,0.453,0.72
497,LASER-HARDWARE-01,RUNNING,20.8,-0.311,0.115,0.79
498,LASER-HARDWARE-01,RUNNING,22.47,0.428,0.324,0.76
499,LASER-HARDWARE-01,RUNNING,25.67,0.717,-0.205,0.84
500,LASER-HARDWARE-01,RUNNING,21.9,0.158,1.043,0.79
501,LASER-HARDWARE-01,RUNNING,28.05,-0.533,-0.439,0.83
502,LASER-HARDWARE-01,RUNNING,22.63,-0.183,-0.47,0.8
503,LASER-HARDWARE-01,RUNNING,25.39,0.192,0.653,0.8
504,LASER-HARDWARE-01,RUNNING,25.72,-0.665,0.124,0.81
505,LASER-HARDWARE-01,RUNNING,23.82,-0.129,0.126,0.68
506,LASER-HARDWARE-01,RUNNING,26.11,0.202,0.476,0.85
507,LASER-HARDWARE-01,RUNNING,23.23,0.45,0.363,0.84
508,LASER-HARDWARE-01,RUNNING,23.09,0.29,-0.377,0.75
509,LASER-HARDWARE-01,RUNNING,23.97,-0.426,0.035,0.77
510,LASER-HARDWARE-01,RUNNING,25.8,-0.77,-0.158,0.78
511,LASER-HARDWARE-01,RUNNING,26.62,-0.227,0.058,0.73
512,LASER-HARDWARE-01,RUNNING,25.7,0.12,0.144,0.75
513,LASER-HARDWARE-01,RUNNING,21.7,0.365,-0.172,0.8
514,LASER-HARDWARE-01,RUNNING,25.13,-0.163,0.176,0.82
515,LASER-HARDWARE-01,RUNNING,22.87,0.235,-0.478,0.86
516,LASER-HARDWARE-01,FAULT,22.83,0.971,-0.304,0.8
517,LASER-HARDWARE-01,RUNNING,27.08,0.443,0.056,0.86
518,LASER-HARDWARE-01,RUNNING,25.74,0.152,0.217,0.75
519,LASER-HARDWARE-01,RUNNING,23.39,-0.227,0.991,0.77
520,LASER-HARDWARE-01,RUNNING,25.07,-0.28,-0.401,0.76
521,LASER-HARDWARE-01,RUNNING,24.46,-0.212,-0.516,0.78
522,LASER-HARDWARE-01,RUNNING,25.94,-0.064,-0.465,0.84
523,LASER-HARDWARE-01,RUNNING,22.6,0.031,-0.636,0.93
524,LASER-HARDWARE-01,RUNNING,23.89,0.454,0.444,0.73
525,LASER-HARDWARE-01,RUNNING,24.88,-0.024,-0.044,0.8
526,LASER-HARDWARE-01,RUNNING,23.36,0.194,0.233,0.85
527,LASER-HARDWARE-01,RUNNING,25.45,-0.047,0.178,0.77
528,LASER-HARDWARE-01,RUNNING,24.12,-0.161,-0.241,0.75
529,LASER-HARDWARE-01,RUNNING,27.12,-0.015,0.251,0.83
530,LASER-HARDWARE-01,RUNNING,22.72,0.578,0.103,0.85
531,LASER-HARDWARE-01,RUNNING,27.68,-0.161,-0.762,0.82
532,LASER-HARDWARE-01,RUNNING,25.1,-0.088,0.328,0.76
533,LASER-HARDWARE-01,RUNNING,24.36,-0.385,0.675,0.82
534,LASER-HARDWARE-01,RUNNING,24.08,0.782,0.104,0.86
535,LASER-HARDWARE-01,RUNNING,22.15,-0.281,0.079,0.82
536,LASER-HARDWARE-01,RUNNING,27.17,0.214,-0.156,0.8
537,LASER-HARDWARE-01,RUNNING,28.19,0.175,0.132,0.86
538,LASER-HARDWARE-01,RUNNING,23.88,0.266,-0.311,0.88
539,LASER-HARDWARE-01,RUNNING,24.37,-0.276,0.761,0.81
540,LASER-HARDWARE-01,RUNNING,26.69,-0.309,0.195,0.82
541,LASER-HARDWARE-01,RUNNING,22.8,0.295,-0.359,0.87
542,LASER-HARDWARE-01,RUNNING,22.79,0.075,0.944,0.74
543,LASER-HARDWARE-01,RUNNING,23.84,0.253,-0.513,0.74
544,LASER-HARDWARE-01,RUNNING,23.12,-0.14,0.7,0.87
545,LASER-HARDWARE-01,RUNNING,24.99,0.106,-0.342,0.86
546,LASER-HARDWARE-01,RUNNING,24.74,-0.353,-0.518,0.78
547,LASER-HARDWARE-01,RUNNING,25.5,0.164,-0.044,0.83
548,LASER-HARDWARE-01,RUNNING,26.72,0.128,0.509,0.85
549,LASER-HARDWARE-01,RUNNING,24.27,0.428,-0.891,0.78
550,LASER-HARDWARE-01,RUNNING,26.86,-0.217,0.22,0.7
551,LASER-HARDWARE-01,RUNNING,24.9,0.386,-0.206,0.84
552,LASER-HARDWARE-01,RUNNING,22.82,-0.073,-0.206,0.79
553,LASER-HARDWARE-01,RUNNING,25.63,0.115,0.079,0.8
554,LASER-HARDWARE-01,RUNNING,24.7,0.022,0.04,0.81
555,LASER-HARDWARE-01,RUNNING,26.05,0.615,0.636,0.77
556,LASER-HARDWARE-01,FAULT,63.71,0.637,-0.017,0.8
557,LASER-HARDWARE-01,RUNNING,26.02,0.052,-0.395,0.79
558,LASER-HARDWARE-01,RUNNING,22.95,0.022,0.285,0.82
559,LASER-HARDWARE-01,RUNNING,26.52,0.354,-0.239,0.78
560,LASER-HARDWARE-01,RUNNING,26.61,0.101,-0.161,0.81
561,LASER-HARDWARE-01,RUNNING,25.84,-0.731,-0.055,0.82
562,LASER-HARDWARE-01,RUNNING,22.68,-0.282,0.308,0.8
563,LASER-HARDWARE-01,RUNNING,26.9,0.642,0.387,0.73
564,LASER-HARDWARE-01,RUNNING,21.19,-0.056,-0.584,0.9
565,LASER-HARDWARE-01,RUNNING,23.6,-0.762,-0.363,0.76
566,LASER-HARDWARE-01,RUNNING,25.56,-0.633,-0.117,0.7
567,LASER-HARDWARE-01,RUNNING,22.73,-0.296,-0.15,0.82
568,LASER-HARDWARE-01,RUNNING,25.17,0.182,-0.001,0.86
569,LASER-HARDWARE-01,RUNNING,22.28,0.643,0.602,0.8
570,LASER-HARDWARE-01,RUNNING,22.32,0.104,-0.248,0.86
571,LASER-HARDWARE-01,RUNNING,25.74,0.345,-0.383,0.77
572,LASER-HARDWARE-01,RUNNING,24.77,0.09,0.297,0.82
573,LASER-HARDWARE-01,RUNNING,25.0,-0.071,0.127,0.75
574,LASER-HARDWARE-01,RUNNING,24.02,-0.269,0.441,0.79
575,LASER-HARDWARE-01,RUNNING,26.26,0.677,-0.089,0.83
576,LASER-HARDWARE-01,RUNNING,23.47,-0.122,0.338,0.82
577,LASER-HARDWARE-01,RUNNING,25.74,-0.361,0.693,0.81
578,LASER-HARDWARE-01,RUNNING,22.88,0.06,-0.04,0.87
579,LASER-HARDWARE-01,RUNNING,24.06,-0.503,0.114,0.75
580,LASER-HARDWARE-01,RUNNING,28.72,-0.239,-0.84,0.81
581,LASER-HARDWARE-01,RUNNING,28.89,0.567,0.034,0.74
582,LASER-HARDWARE-01,RUNNING,25.45,-0.217,-0.571,0.8
583,LASER-HARDWARE-01,RUNNING,26.03,-0.746,-0.325,0.9
584,LASER-HARDWARE-01,RUNNING,24.73,-0.239,0.607,0.77
585,LASER-HARDWARE-01,RUNNING,26.8,-0.256,0.356,0.83
586,LASER-HARDWARE-01,RUNNING,22.14,-0.308,-0.356,0.89
587,LASER-HARDWARE-01,RUNNING,21.67,0.259,-0.615,0.84
588,LASER-HARDWARE-01,RUNNING,22.08,-0.007,0.172,0.9
589,LASER-HARDWARE-01,RUNNING,27.15,-0.19,0.379,0.81
590,LASER-HARDWARE-01,RUNNING,25.15,0.479,-0.995,0.81
591,LASER-HARDWARE-01,RUNNING,24.17,0.212,-0.391,0.85
592,LASER-HARDWARE-01,RUNNING,26.42,0.556,-0.433,0.83
593,LASER-HARDWARE-01,RUNNING,23.6,-0.56,0.014,0.78
594,LASER-HARDWARE-01,RUNNING,24.49,0.763,0.107,0.65
595,LASER-HARDWARE-01,RUNNING,24.55,0.477,0.391,0.83
596,LASER-HARDWARE-01,RUNNING,25.46,-0.904,0.439,0.76
597,LASER-HARDWARE-01,RUNNING,24.62,0.451,-0.383,0.8
598,LASER-HARDWARE-01,RUNNING,27.37,0.435,-0.546,0.72
599,LASER-HARDWARE-01,RUNNING,21.92,-0.742,0.017,0.73
600,LASER-HARDWARE-01,FAULT,23.44,-0.246,-0.471,0.8
601,LASER-HARDWARE-01,RUNNING,25.47,-0.369,-0.061,0.84
602,LASER-HARDWARE-01,RUNNING,23.51,0.633,0.335,0.7
603,LASER-HARDWARE-01,RUNNING,23.81,-0.137,0.425,0.75
604,LASER-HARDWARE-01,RUNNING,27.77,0.405,-0.014,0.73
605,LASER-HARDWARE-01,RUNNING,23.98,0.644,-0.524,0.82
606,LASER-HARDWARE-01,RUNNING,22.96,-0.333,0.251,0.81
607,LASER-HARDWARE-01,FAULT,57.56,-0.293,-0.444,0.83
608,LASER-HARDWARE-01,RUNNING,23.12,0.827,0.604,0.7
609,LASER-HARDWARE-01,RUNNING,26.94,-0.076,-0.373,0.84
610,LASER-HARDWARE-01,RUNNING,21.95,-0.503,0.487,0.82
611,LASER-HARDWARE-01,RUNNING,28.07,0.126,-0.594,0.75
612,LASER-HARDWARE-01,RUNNING,26.72,-0.406,0.064,0.76
613,LASER-HARDWARE-01,RUNNING,26.11,0.488,0.361,0.8
614,LASER-HARDWARE-01,RUNNING,23.61,-0.286,0.299,0.85
615,LASER-HARDWARE-01,RUNNING,26.63,-0.171,0.605,0.84
616,LASER-HARDWARE-01,RUNNING,24.5,0.45,-0.193,0.75
617,LASER-HARDWARE-01,RUNNING,24.25,0.175,-0.076,0.85
618,LASER-HARDWARE-01,RUNNING,23.83,-0.382,-0.526,0.73
619,LASER-HARDWARE-01,RUNNING,22.43,-0.005,0.059,0.77
620,LASER-HARDWARE-01,RUNNING,22.82,-0.802,-0.374,0.9
621,LASER-HARDWARE-01,FAULT,27.14,0.932,-0.537,0.81
622,LASER-HARDWARE-01,FAULT,58.1,-0.797,0.742,0.78
623,LASER-HARDWARE-01,RUNNING,21.28,0.155,-0.235,0.82
624,LASER-HARDWARE-01,RUNNING,27.32,0.629,-0.137,0.78
625,LASER-HARDWARE-01,RUNNING,23.35,0.425,0.926,0.81
626,LASER-HARDWARE-01,RUNNING,21.69,0.149,-0.75,0.78
627,LASER-HARDWARE-01,RUNNING,24.74,-0.194,0.065,0.86
628,LASER-HARDWARE-01,RUNNING,24.47,0.135,0.242,0.77
629,LASER-HARDWARE-01,RUNNING,25.95,-0.014,-0.748,0.89
630,LASER-HARDWARE-01,RUNNING,25.41,0.594,0.623,0.79
631,LASER-HARDWARE-01,RUNNING,30.1,-0.004,0.135,0.79
632,LASER-HARDWARE-01,RUNNING,25.99,0.737,0.391,0.76
633,LASER-HARDWARE-01,RUNNING,26.69,0.213,0.081,0.81
634,LASER-HARDWARE-01,RUNNING,24.88,0.094,-0.345,0.76
635,LASER-HARDWARE-01,RUNNING,22.3,0.639,-0.045,0.77
636,LASER-HARDWARE-01,RUNNING,25.84,0.308,-0.0,0.75
637,LASER-HARDWARE-01,RUNNING,24.92,-0.09,0.569,0.7
638,LASER-HARDWARE-01,FAULT,24.66,-0.689,-0.739,0.8
639,LASER-HARDWARE-01,RUNNING,22.13,-0.203,-0.311,0.77
640,LASER-HARDWARE-01,FAULT,50.03,-0.635,0.85,0.81
641,LASER-HARDWARE-01,RUNNING,24.64,-0.244,0.713,0.81
642,LASER-HARDWARE-01,RUNNING,26.45,0.179,-0.333,0.82
643,LASER-HARDWARE-01,RUNNING,21.59,-0.28,0.734,0.76
644,LASER-HARDWARE-01,RUNNING,27.29,0.75,-0.694,0.85
645,LASER-HARDWARE-01,RUNNING,20.71,0.09,-0.166,0.87
646,LASER-HARDWARE-01,RUNNING,26.77,-0.512,-0.101,0.71
647,LASER-HARDWARE-01,RUNNING,25.58,-0.221,-0.471,0.85
648,LASER-HARDWARE-01,RUNNING,23.8,-0.06,0.794,0.87
649,LASER-HARDWARE-01,RUNNING,23.82,-0.829,0.632,0.87
650,LASER-HARDWARE-01,RUNNING,24.14,0.596,-0.482,0.76
651,LASER-HARDWARE-01,RUNNING,28.77,-0.013,0.686,0.88
652,LASER-HARDWARE-01,FAULT,22.39,-2.258,-3.986,0.87
653,LASER-HARDWARE-01,RUNNING,24.31,0.191,-0.497,0.68
654,LASER-HARDWARE-01,RUNNING,24.07,-0.072,0.7,0.83
655,LASER-HARDWARE-01,RUNNING,25.54,0.482,-0.287,0.79
656,LASER-HARDWARE-01,RUNNING,27.89,0.236,0.335,0.76
657,LASER-HARDWARE-01,RUNNING,24.44,0.049,-0.242,0.76
658,LASER-HARDWARE-01,RUNNING,26.83,0.067,0.465,0.83
659,LASER-HARDWARE-01,FAULT,28.84,-1.43,-5.213,0.8
660,LASER-HARDWARE-01,RUNNING,25.64,0.117,0.283,0.68
661,LASER-HARDWARE-01,RUNNING,30.19,-0.366,0.149,0.79
662,LASER-HARDWARE-01,RUNNING,22.98,0.283,-0.295,0.84
663,LASER-HARDWARE-01,RUNNING,23.85,0.447,-0.478,0.68
664,LASER-HARDWARE-01,RUNNING,25.91,0.339,-0.128,0.78
665,LASER-HARDWARE-01,RUNNING,21.64,-0.667,-0.258,0.76
666,LASER-HARDWARE-01,RUNNING,24.56,-0.269,-0.408,0.88
667,LASER-HARDWARE-01,RUNNING,25.44,-0.811,-0.444,0.73
668,LASER-HARDWARE-01,RUNNING,22.77,-0.241,-0.219,0.84
669,LASER-HARDWARE-01,RUNNING,25.65,-0.546,-0.122,0.79
670,LASER-HARDWARE-01,RUNNING,23.49,0.415,-0.109,0.77
671,LASER-HARDWARE-01,RUNNING,22.39,0.464,0.911,0.75
672,LASER-HARDWARE-01,RUNNING,23.3,0.11,-0.729,0.85
673,LASER-HARDWARE-01,RUNNING,25.49,0.236,0.291,0.78
674,LASER-HARDWARE-01,RUNNING,20.45,0.272,0.161,0.82
675,LASER-HARDWARE-01,RUNNING,25.26,-0.127,0.275,0.81
676,LASER-HARDWARE-01,RUNNING,24.83,0.493,0.181,0.82
677,LASER-HARDWARE-01,RUNNING,21.57,-0.177,-0.549,0.8
678,LASER-HARDWARE-01,RUNNING,25.55,0.076,-0.016,0.79
679,LASER-HARDWARE-01,RUNNING,28.35,-0.217,0.004,0.78
680,LASER-HARDWARE-01,RUNNING,26.86,-0.867,-0.001,0.76
681,LASER-HARDWARE-01,RUNNING,27.38,-0.28,-0.673,0.82
682,LASER-HARDWARE-01,RUNNING,26.72,0.661,0.24,0.72
683,LASER-HARDWARE-01,RUNNING,24.35,-0.134,-0.253,0.77
684,LASER-HARDWARE-01,RUNNING,23.6,-0.144,0.198,0.85
685,LASER-HARDWARE-01,RUNNING,24.86,0.452,-0.1,0.77
686,LASER-HARDWARE-01,RUNNING,24.92,-0.493,-0.309,0.85
687,LASER-HARDWARE-01,RUNNING,25.0,-0.337,0.004,0.83
688,LASER-HARDWARE-01,RUNNING,25.32,-0.268,0.094,0.81
689,LASER-HARDWARE-01,RUNNING,23.14,-0.063,0.762,0.84
690,LASER-HARDWARE-01,RUNNING,27.24,0.094,-0.133,0.8
691,LASER-HARDWARE-01,RUNNING,23.82,-0.174,-0.043,0.82
692,LASER-HARDWARE-01,RUNNING,24.32,0.188,-0.028,0.86
693,LASER-HARDWARE-01,RUNNING,23.45,0.15,0.277,0.81
694,LASER-HARDWARE-01,RUNNING,24.67,0.612,-0.502,0.89
695,LASER-HARDWARE-01,RUNNING,26.9,-0.127,-0.34,0.82
696,LASER-HARDWARE-01,RUNNING,26.11,-0.107,-0.134,0.76
697,LASER-HARDWARE-01,RUNNING,26.57,0.015,0.533,0.78
698,LASER-HARDWARE-01,RUNNING,26.81,-0.38,-0.65,0.79
699,LASER-HARDWARE-01,RUNNING,27.46,0.213,-0.273,0.72
700,LASER-HARDWARE-01,RUNNING,21.88,-0.199,0.273,0.8
701,LASER-HARDWARE-01,FAULT,53.24,0.182,0.19,0.79
702,LASER-HARDWARE-01,RUNNING,27.7,0.122,-0.729,0.75
703,LASER-HARDWARE-01,RUNNING,26.74,0.163,-0.61,0.85
704,LASER-HARDWARE-01,RUNNING,22.8,-0.237,0.401,0.81
705,LASER-HARDWARE-01,RUNNING,21.19,0.168,0.082,0.77
706,LASER-HARDWARE-01,RUNNING,22.38,-0.249,0.306,0.86
707,LASER-HARDWARE-01,RUNNING,25.94,0.166,-0.661,0.82
708,LASER-HARDWARE-01,RUNNING,26.13,0.013,0.01,0.69
709,LASER-HARDWARE-01,RUNNING,23.75,-0.68,-0.389,0.87
710,LASER-HARDWARE-01,RUNNING,28.67,0.173,0.326,0.73
711,LASER-HARDWARE-01,RUNNING,24.82,0.06,-0.287,0.81
712,LASER-HARDWARE-01,RUNNING,28.5,0.014,-0.118,0.77
713,LASER-HARDWARE-01,RUNNING,23.32,-0.076,0.416,0.8
714,LASER-HARDWARE-01,RUNNING,24.77,0.432,-0.087,0.85
715,LASER-HARDWARE-01,RUNNING,26.5,0.336,0.232,0.84
716,LASER-HARDWARE-01,RUNNING,25.63,0.013,-0.365,0.86
717,LASER-HARDWARE-01,FAULT,26.08,-0.639,-0.667,0.37
718,LASER-HARDWARE-01,RUNNING,24.49,0.063,0.104,0.81
719,LASER-HARDWARE-01,RUNNING,30.1,-0.762,-0.227,0.79
720,LASER-HARDWARE-01,RUNNING,26.67,0.288,-0.191,0.8
721,LASER-HARDWARE-01,RUNNING,23.81,0.359,-0.008,0.83
722,LASER-HARDWARE-01,RUNNING,27.21,-0.062,0.303,0.78
723,LASER-HARDWARE-01,RUNNING,24.19,0.008,0.038,0.83
724,LASER-HARDWARE-01,RUNNING,24.72,0.512,0.022,0.84
725,LASER-HARDWARE-01,RUNNING,27.68,-0.378,0.69,0.77
726,LASER-HARDWARE-01,RUNNING,21.02,-0.161,-0.016,0.82
727,LASER-HARDWARE-01,RUNNING,26.81,0.15,0.16,0.76
728,LASER-HARDWARE-01,RUNNING,26.04,0.385,-0.538,0.76
729,LASER-HARDWARE-01,RUNNING,24.31,0.048,-0.328,0.85
730,LASER-HARDWARE-01,RUNNING,25.47,-0.41,0.074,0.81
731,LASER-HARDWARE-01,RUNNING,22.24,-0.156,-0.12,0.65
732,LASER-HARDWARE-01,RUNNING,23.73,0.071,-0.864,0.86
733,LASER-HARDWARE-01,RUNNING,26.91,-0.829,0.493,0.73
734,LASER-HARDWARE-01,RUNNING,24.5,-1.12,0.907,0.76
